vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9290957,CHRONOSTAR,Belize,Tanker,SINGAPORE,SINGAPORE,08/19/2025,TANJUNG PELEPAS,MALAYSIA,,SINGAPORE,SINGAPORE,
9296884,DS ROSA,South Korea,Tanker,SINGAPORE,SINGAPORE,08/18/2025,HAZIRA,INDIA,,SINGAPORE,SINGAPORE,
9304174,XI YUAN,Liberia,Cargo,SINGAPORE,SINGAPORE,08/18/2025,VOSTOCHNYY PORT,RUSSIAN FEDERATION (RUSSIA),,SINGAPORE,SINGAPORE,
9306809,CC INNOVATOR,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/19/2025,JINGJIANG PT,CHINA,,SINGAPORE,SINGAPORE,
9317420,HONG RUN 16,Liberia,Cargo,SINGAPORE,SINGAPORE,08/14/2025,LIANYUNGANG,CHINA,,SINGAPORE,SINGAPORE,
9323522,HMM JAKARTA,South Korea,Cargo,SINGAPORE,SINGAPORE,08/15/2025,SHEKOU PT,CHINA,,SINGAPORE,SINGAPORE,
9323807,SC GOLD OCEAN,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,07/31/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9330343,LONDON STAR,Liberia,Tanker,SINGAPORE,SINGAPORE,08/15/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9336074,MORNING COMPOSER,South Korea,Cargo,SINGAPORE,SINGAPORE,08/13/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9340453,OCEAN HOPE,South Korea,Tanker,SINGAPORE,SINGAPORE,08/19/2025,SIKA,INDIA,,SINGAPORE,SINGAPORE,
9341354,GT WIN,Vietnam,Tanker,SINGAPORE,SINGAPORE,08/15/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9344473,SPM SHAKTI,Liberia,Cargo,SINGAPORE,SINGAPORE,08/16/2025,CAM PHA,VIETNAM,,SINGAPORE,SINGAPORE,
9347554,HYUNDAI FAITH,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/13/2025,NAVEGANTES,BRAZIL,,SINGAPORE,SINGAPORE,
9353797,PLATA SOUTH,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/17/2025,QUANZHOU,CHINA,,SINGAPORE,SINGAPORE,
9358292,PLATA LUCKY,Liberia,Tanker,SINGAPORE,SINGAPORE,08/19/2025,ZHOUSHAN PT,CHINA,,SINGAPORE,SINGAPORE,
9360336,VALERY ROMA,Liberia,Tanker,SINGAPORE,SINGAPORE,08/10/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9367437,OCEANIC DREAM,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/13/2025,KAOHSIUNG,TAIWAN PROVINCE OF CHINA,,SINGAPORE,SINGAPORE,
9374181,SEA DIAMOND,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,09/07/2025,MONTEVIDEO,URUGUAY,,SINGAPORE,SINGAPORE,
9375317,SINO WISDOM,Panama,Tanker,SINGAPORE,SINGAPORE,08/16/2025,ZHUHAI PT,CHINA,,SINGAPORE,SINGAPORE,
9379301,VERSA,Panama,Tanker,SINGAPORE,SINGAPORE,08/15/2025,TANJUNG PELEPAS,MALAYSIA,,SINGAPORE,SINGAPORE,
9379624,FOSSIL,Panama,Tanker,SINGAPORE,SINGAPORE,08/17/2025,,,,SINGAPORE,SINGAPORE,
9384590,PLATA GLORY,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/22/2025,AL SHAHEEN,QATAR,,SINGAPORE,SINGAPORE,
9391426,MAYFAIR,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/10/2025,,,,SINGAPORE,SINGAPORE,
9391438,SEAWAYS MOMENT,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/17/2025,ULSAN,KOREA REPUBLIC OF,,SINGAPORE,SINGAPORE,
9399868,ORIENTAL DIAMOND,South Korea,Tanker,SINGAPORE,SINGAPORE,08/07/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9399868,JAXSON,Liberia,Tanker,SINGAPORE,SINGAPORE,08/07/2025,,,,SINGAPORE,SINGAPORE,
9403607,FOSEP,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/21/2025,,,,SINGAPORE,SINGAPORE,
9414319,NOEL,South Korea,Tanker,SINGAPORE,SINGAPORE,08/28/2025,TARAWA,KIRIBATI,,SINGAPORE,SINGAPORE,
9419747,DONGA METIS,Panama,Cargo,SINGAPORE,SINGAPORE,08/14/2025,PYEONGTAEK,KOREA REPUBLIC OF,,SINGAPORE,SINGAPORE,
9421984,CDIGNITY,Panama,Tanker,SINGAPORE,SINGAPORE,08/17/2025,INCHEON,KOREA REPUBLIC OF,,SINGAPORE,SINGAPORE,
9426324,SONGA LIONESS,Liberia,Cargo,SINGAPORE,SINGAPORE,08/13/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9432804,ROSEMARY,South Korea,Cargo,SINGAPORE,SINGAPORE,08/25/2025,ITAGUAI,BRAZIL,,SINGAPORE,SINGAPORE,
9434694,BTS SUMMER,Singapore,Tanker,SINGAPORE,SINGAPORE,08/12/2025,LUBECK,GERMANY,,SINGAPORE,SINGAPORE,
9438171,BTS WINTER,Singapore,Tanker,SINGAPORE,SINGAPORE,08/07/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9438925,ONSAN CHEMI,South Korea,Tanker,SINGAPORE,SINGAPORE,08/18/2025,MAI-LIAO,TAIWAN PROVINCE OF CHINA,,SINGAPORE,SINGAPORE,
9442665,WOOJIN ELVIS,South Korea,Tanker,SINGAPORE,SINGAPORE,08/15/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9443865,GRAND ACE9,South Korea,Tanker,SINGAPORE,SINGAPORE,08/12/2025,PENANG (GEORGETOWN),MALAYSIA,,SINGAPORE,SINGAPORE,
9444027,HL SINES,South Korea,Cargo,SINGAPORE,SINGAPORE,08/23/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,SINGAPORE,SINGAPORE,
9445605,ASP FRONTIER,Panama,Cargo,SINGAPORE,SINGAPORE,08/16/2025,NGHI SON,VIETNAM,,SINGAPORE,SINGAPORE,
9446013,MORNING LILY,Panama,Cargo,SINGAPORE,SINGAPORE,08/16/2025,ALGECIRAS,SPAIN,,SINGAPORE,SINGAPORE,
9452828,SUPER EASTERN,South Korea,Tanker,SINGAPORE,SINGAPORE,08/22/2025,DYNAS,SWEDEN,,SINGAPORE,SINGAPORE,
9460540,GRACE,South Korea,Tanker,SINGAPORE,SINGAPORE,08/22/2025,SIKA,INDIA,,SINGAPORE,SINGAPORE,
9468401,SUN ORCHID,Panama,Cargo,SINGAPORE,SINGAPORE,08/31/2025,,,,SINGAPORE,SINGAPORE,
9468736,PAN IRIS,Panama,Cargo,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9469883,HYUNDAI MASAN,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/11/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9479993,PB ATHICHA,Thailand,Tanker,SINGAPORE,SINGAPORE,08/13/2025,,,,SINGAPORE,SINGAPORE,
9487419,PAN QUEEN,Panama,Cargo,SINGAPORE,SINGAPORE,09/12/2025,SANTOS,BRAZIL,,SINGAPORE,SINGAPORE,
9493054,HL TUBARAO,South Korea,Cargo,SINGAPORE,SINGAPORE,08/16/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9525223,PILATUS 66,Thailand,Tanker,SINGAPORE,SINGAPORE,08/16/2025,MAOMING,CHINA,,SINGAPORE,SINGAPORE,
9528536,HT UNITE,Panama,Cargo,SINGAPORE,SINGAPORE,08/13/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9529516,OCEAN GLSR,Malta,Cargo,SINGAPORE,SINGAPORE,08/21/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9543615,UNITY MARIA,Bahamas,Cargo,SINGAPORE,SINGAPORE,08/15/2025,CAM PHA,VIETNAM,,SINGAPORE,SINGAPORE,
9553634,ETAGAS,Antigua and Barbuda,Tanker,SINGAPORE,SINGAPORE,08/07/2025,,,,SINGAPORE,SINGAPORE,
9559872,BBC NAGASAKI,Antigua and Barbuda,Cargo,SINGAPORE,SINGAPORE,08/22/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9566837,LILA SEOUL,Liberia,Cargo,SINGAPORE,SINGAPORE,08/22/2025,MAPUTO,MOZAMBIQUE,,SINGAPORE,SINGAPORE,
9577549,WESTERN MARINE,South Korea,Cargo,SINGAPORE,SINGAPORE,09/05/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9595618,C INNOVATOR,Panama,Tanker,SINGAPORE,SINGAPORE,08/11/2025,BASRA,IRAQ,,SINGAPORE,SINGAPORE,
9597111,LILA CHENNAI,Liberia,Cargo,SINGAPORE,SINGAPORE,08/15/2025,LEIYANG,CHINA,,SINGAPORE,SINGAPORE,
9605205,C PROGRESS,Panama,Tanker,SINGAPORE,SINGAPORE,08/19/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9611503,T PRIME,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/27/2025,BALBOA,PANAMA,,SINGAPORE,SINGAPORE,
9625530,HYUNDAI PREMIUM,Liberia,Cargo,SINGAPORE,SINGAPORE,08/17/2025,SHEKOU PT,CHINA,,SINGAPORE,SINGAPORE,
9626405,KMTC NINGBO,South Korea,Cargo,SINGAPORE,SINGAPORE,08/16/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9657507,LS MERCURY,Panama,Tanker,SINGAPORE,SINGAPORE,08/13/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9658458,HMM DHAKA,South Korea,Cargo,SINGAPORE,SINGAPORE,08/13/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9659763,DL ACACIA,Panama,Cargo,SINGAPORE,SINGAPORE,08/28/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9686986,OCIOS IOANNIS,Liberia,Tanker,SINGAPORE,SINGAPORE,08/15/2025,PASIR GUDANG JOHOR,MALAYSIA,,SINGAPORE,SINGAPORE,
9692375,SILVER VENUS,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/14/2025,MUMBAI (EX BOMBAY),INDIA,,SINGAPORE,SINGAPORE,
9694191,EMMA GRACE,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9701293,HMM CHITTAGONG,South Korea,Cargo,SINGAPORE,SINGAPORE,08/19/2025,,,,SINGAPORE,SINGAPORE,
9715933,IRIS,Panama,Tanker,SINGAPORE,SINGAPORE,08/16/2025,ONSAN/ULSAN,KOREA REPUBLIC OF,,SINGAPORE,SINGAPORE,
9722118,PAN DANGJIN,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,09/25/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9767558,WOOYANG BELOS,South Korea,Cargo,SINGAPORE,SINGAPORE,08/21/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9772046,PACIFIC JULIA,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/11/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9798399,GLOVIS SAFETY,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9804459,NEW VISION,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/23/2025,PORT LOUIS,MAURITIUS,,SINGAPORE,SINGAPORE,
9820714,AMYLA,Singapore,Tanker,SINGAPORE,SINGAPORE,08/12/2025,OTAKE,JAPAN,,SINGAPORE,SINGAPORE,
9822255,SAO DIANA,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/14/2025,,,,SINGAPORE,SINGAPORE,
9822267,SAO EBBA,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/21/2025,CAOFEIDIAN PT,CHINA,,SINGAPORE,SINGAPORE,
9824069,SAO JOY,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/19/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9828209,H NAKHARACH26,Thailand,Tanker,SINGAPORE,SINGAPORE,08/11/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9829370,UNIVERSAL INNOVATOR,Liberia,Tanker,SINGAPORE,SINGAPORE,08/22/2025,MAB TAPUD,THAILAND,,SINGAPORE,SINGAPORE,
9829382,UNIVERSAL FRONTIER,Liberia,Tanker,SINGAPORE,SINGAPORE,08/16/2025,YEOSU,KOREA REPUBLIC OF,,SINGAPORE,SINGAPORE,
9835874,PACIFIC ANOUK,Panama,Cargo,SINGAPORE,SINGAPORE,09/05/2025,GUAIBA,BRAZIL,,SINGAPORE,SINGAPORE,
9840453,SAO NEPTUNE,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/19/2025,,,,SINGAPORE,SINGAPORE,
9841366,SAO SABIA,Panama,Cargo,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9841378,SAO TITAN,Panama,Cargo,SINGAPORE,SINGAPORE,08/13/2025,,,,SINGAPORE,SINGAPORE,
9842516,SM SANTOS,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/16/2025,SANTOS,BRAZIL,,SINGAPORE,SINGAPORE,
9844083,SEA RIO DE JANEIRO,Panama,Cargo,SINGAPORE,SINGAPORE,08/20/2025,TIANJIN,CHINA,,SINGAPORE,SINGAPORE,
9844095,SEA SHANGHAI,Panama,Cargo,SINGAPORE,SINGAPORE,08/15/2025,,,,SINGAPORE,SINGAPORE,
9858620,SOUND YOUNG,Marshall Islands,Cargo,SINGAPORE,SINGAPORE,08/16/2025,ZHANJIANG POTOU APT,CHINA,,SINGAPORE,SINGAPORE,
9863297,HMM ALGECIRAS,South Korea,Cargo,SINGAPORE,SINGAPORE,08/19/2025,,,,SINGAPORE,SINGAPORE,
9863302,HMM COPENHAGEN,South Korea,Cargo,SINGAPORE,SINGAPORE,08/16/2025,XIAMEN GAOQI INTERNATIONAL APT,CHINA,,SINGAPORE,SINGAPORE,
9863314,HMM DUBLIN,South Korea,Cargo,SINGAPORE,SINGAPORE,09/07/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9869162,HMM NURI,South Korea,Cargo,SINGAPORE,SINGAPORE,08/17/2025,,,,SINGAPORE,SINGAPORE,
9882205,KMTC SEOUL,South Korea,Cargo,SINGAPORE,SINGAPORE,08/14/2025,XIAMEN GAOQI INTERNATIONAL APT,CHINA,,SINGAPORE,SINGAPORE,
9904089,VL RENAISSANCE,Liberia,Tanker,SINGAPORE,SINGAPORE,08/13/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SINGAPORE,SINGAPORE,
9906685,GRAND WINNER 1,Panama,Tanker,SINGAPORE,SINGAPORE,08/08/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9937115,FUELNG VENOSA,Singapore,Tanker,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9944467,HMM AMETHYST,Liberia,Cargo,SINGAPORE,SINGAPORE,08/12/2025,ANTWERPEN,BELGIUM,,SINGAPORE,SINGAPORE,
9952933,JOCELYN GLORY,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/15/2025,VADINAR,INDIA,,SINGAPORE,SINGAPORE,
9952945,CINDY GLORY,Marshall Islands,Tanker,SINGAPORE,SINGAPORE,08/16/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9964285,GLOVIS SUCCESS,Liberia,Cargo,SINGAPORE,SINGAPORE,08/19/2025,AD DAMMAM,SAUDI ARABIA,,SINGAPORE,SINGAPORE,
9967316,MANZANILLO BRIDGE,Liberia,Cargo,SINGAPORE,SINGAPORE,09/09/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9981166,HMM MASTER,Panama,Cargo,SINGAPORE,SINGAPORE,08/12/2025,SINGAPORE,SINGAPORE,,SINGAPORE,SINGAPORE,
9984156,SAEHAN MARINA,Panama,Tanker,SINGAPORE,SINGAPORE,08/12/2025,KAKINADA,INDIA,,SINGAPORE,SINGAPORE,
