vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9332303,LILA MIAMI,Liberia,Tanker,SAN FRANCISCO,UNITED STATES (USA),08/20/2025,PANAMA CANAL,PANAMA,,SAN FRANCISCO,UNITED STATES (USA),
9336660,GREEN ONE,South Korea,Tanker,TAMPA,UNITED STATES (USA),08/25/2025,CAPE TOWN,SOUTH AFRICA,,TAMPA,UNITED STATES (USA),
9337511,SEAWAYS GRACE,Marshall Islands,Tanker,NEW YORK,UNITED STATES (USA),08/11/2025,NEW YORK,UNITED STATES (USA),,NEW YORK,UNITED STATES (USA),
9348675,LONG BEACH EXPRESS,Liberia,Cargo,SEATTLE,UNITED STATES (USA),12/08/2025,NEEMRANA,INDIA,,SEATTLE,UNITED STATES (USA),
9358412,TIGER WINGS,Panama,Tanker,OUZINKIE,UNITED STATES (USA),08/10/2025,,,,OUZINKIE,UNITED STATES (USA),
9372963,LNG KOLT,Panama,Tanker,SABINE PASS,UNITED STATES (USA),08/14/2025,,,,SABINE PASS,UNITED STATES (USA),
9372999,HYUNDAI ECOPIA,Panama,Tanker,SABINE PASS,UNITED STATES (USA),08/25/2025,SABINE PASS,UNITED STATES (USA),,SABINE PASS,UNITED STATES (USA),
9373010,K MUGUNGWHA,Panama,Tanker,SABINE PASS,UNITED STATES (USA),09/17/2025,,,,SABINE PASS,UNITED STATES (USA),
9387138,SEAWAYS MIRAGE,Marshall Islands,Tanker,HOUSTON,UNITED STATES (USA),08/15/2025,BALBOA,PANAMA,,HOUSTON,UNITED STATES (USA),
9388900,BBC DAKOTA,Liberia,Cargo,CHARLESTON,UNITED STATES (USA),08/18/2025,ANTWERPEN,BELGIUM,,CHARLESTON,UNITED STATES (USA),
9402055,RMS FRATERNITY,Antigua and Barbuda,Cargo,HOUSTON,UNITED STATES (USA),08/10/2025,VITORIA PT,BRAZIL,,HOUSTON,UNITED STATES (USA),
9430868,PERITO MORENO,Liberia,Cargo,HOUSTON,UNITED STATES (USA),08/13/2025,PUERTO CORTES,HONDURAS,,HOUSTON,UNITED STATES (USA),
9441867,DONGA GLAUCOS,Marshall Islands,Cargo,BALTIMORE,UNITED STATES (USA),08/12/2025,SOUTHAMPTON,UNITED KINGDOM (UK),,BALTIMORE,UNITED STATES (USA),
9446104,SANTA MARTA EXPRESS,Liberia,Cargo,PHILADELPHIA,UNITED STATES (USA),08/13/2025,SAINT-JOHN,CANADA,,PHILADELPHIA,UNITED STATES (USA),
9461477,CYPRESS,Liberia,Cargo,LYNDONVILLE,UNITED STATES (USA),08/16/2025,COLOMBO,SRI LANKA,,LYNDONVILLE,UNITED STATES (USA),
9489106,NAVIG8 UNIVERSE,Singapore,Tanker,HOUSTON,UNITED STATES (USA),08/16/2025,HOUSTON,UNITED STATES (USA),,HOUSTON,UNITED STATES (USA),
9528160,DK INITIO,Panama,Cargo,GRAYS HARBOR CITY,UNITED STATES (USA),08/19/2025,GRAYS HARBOR CITY,UNITED STATES (USA),,GRAYS HARBOR CITY,UNITED STATES (USA),
9571272,LILA INCHEON,Liberia,Cargo,PORTLAND,UNITED STATES (USA),08/24/2025,,,,PORTLAND,UNITED STATES (USA),
9597800,SYROS I,Liberia,Cargo,NEWPORT NEWS,UNITED STATES (USA),08/17/2025,NORFOLK,UNITED STATES (USA),,NEWPORT NEWS,UNITED STATES (USA),
9606039,T CLEVER,Panama,Cargo,BATON ROUGE,UNITED STATES (USA),08/14/2025,PORT CANAVERAL,UNITED STATES (USA),,BATON ROUGE,UNITED STATES (USA),
9607019,UNITY MAPLE,Bahamas,Cargo,HOUSTON,UNITED STATES (USA),09/02/2025,HEREKE,TURKEY,,HOUSTON,UNITED STATES (USA),
9613305,CITRIODORA,Marshall Islands,Cargo,PHILADELPHIA,UNITED STATES (USA),08/11/2025,PORTOCEL,BRAZIL,,PHILADELPHIA,UNITED STATES (USA),
9613317,DELICATA,Marshall Islands,Cargo,BEAUMONT,UNITED STATES (USA),08/11/2025,,,,BEAUMONT,UNITED STATES (USA),
9637258,HMM VICTORY,South Korea,Cargo,SAVANNAH,UNITED STATES (USA),08/13/2025,,,,SAVANNAH,UNITED STATES (USA),
9651101,GLOVIS COURAGE,South Korea,Cargo,FREEPORT,UNITED STATES (USA),08/14/2025,JACKSONVILLE,UNITED STATES (USA),,FREEPORT,UNITED STATES (USA),
9659957,DONGBANG GIANT NO8,Liberia,Cargo,BEAUMONT,UNITED STATES (USA),09/17/2025,DURBAN,SOUTH AFRICA,,BEAUMONT,UNITED STATES (USA),
9661431,PACIFIC TRADER,Panama,Tanker,BALTIMORE,UNITED STATES (USA),04/05/2025,,,,BALTIMORE,UNITED STATES (USA),
9670004,GAS ARIES,Singapore,Tanker,NEDERLAND,UNITED STATES (USA),08/03/2025,BALBOA,PANAMA,,NEDERLAND,UNITED STATES (USA),
9681168,SEAWAYS WHEAT,Marshall Islands,Tanker,BEAUMONT,UNITED STATES (USA),08/10/2025,HOUSTON,UNITED STATES (USA),,BEAUMONT,UNITED STATES (USA),
9681170,SEAWAYS WATCH HILL,Marshall Islands,Tanker,SAN FRANCISCO,UNITED STATES (USA),08/15/2025,YEOSU,KOREA REPUBLIC OF,,SAN FRANCISCO,UNITED STATES (USA),
9682318,SILVER GINNY,Marshall Islands,Tanker,HOUSTON,UNITED STATES (USA),08/13/2025,PAULSBORO,UNITED STATES (USA),,HOUSTON,UNITED STATES (USA),
9682320,SILVER VALERIE,Marshall Islands,Tanker,GULF BREEZE,UNITED STATES (USA),08/13/2025,,,,GULF BREEZE,UNITED STATES (USA),
9682409,SILVER HANNAH,Marshall Islands,Tanker,ANCHORAGE,UNITED STATES (USA),08/09/2025,ANCHORAGE,UNITED STATES (USA),,ANCHORAGE,UNITED STATES (USA),
9683336,SILVER ESTHER,Panama,Tanker,HOUSTON HEIGHTS,UNITED STATES (USA),08/10/2025,HOUSTON HEIGHTS,UNITED STATES (USA),,HOUSTON HEIGHTS,UNITED STATES (USA),
9692387,SILVER ELLIE,Marshall Islands,Tanker,HOUSTON,UNITED STATES (USA),08/13/2025,DOS BOCAS TERMINAL,MEXICO,,HOUSTON,UNITED STATES (USA),
9693549,GAS SUMMIT,Panama,Tanker,HOUSTON,UNITED STATES (USA),08/28/2025,SINGAPORE,SINGAPORE,,HOUSTON,UNITED STATES (USA),
9694189,LVM WARRIOR,Marshall Islands,Tanker,NEW YORK,UNITED STATES (USA),08/25/2025,SAO SEBASTIAO,BRAZIL,,NEW YORK,UNITED STATES (USA),
9705744,CHEM ALTAMIRA,Liberia,Tanker,RICHARDSON,UNITED STATES (USA),08/11/2025,SINGAPORE,SINGAPORE,,RICHARDSON,UNITED STATES (USA),
9708318,BARWON,Liberia,Cargo,LONG BEACH,UNITED STATES (USA),08/23/2025,LONG BEACH,UNITED STATES (USA),,LONG BEACH,UNITED STATES (USA),
9732242,ASP TREASURES,Panama,Tanker,CORPUS CHRISTI,UNITED STATES (USA),08/17/2025,DELAWARE CITY,UNITED STATES (USA),,CORPUS CHRISTI,UNITED STATES (USA),
9761827,SM EAGLE,Panama,Tanker,SABINE PASS,UNITED STATES (USA),09/02/2025,,,,SABINE PASS,UNITED STATES (USA),
9780627,MORNING PEACE,Marshall Islands,Cargo,GALENA,UNITED STATES (USA),08/13/2025,BRUNSWICK,UNITED STATES (USA),,GALENA,UNITED STATES (USA),
9786243,SM FALCON,Panama,Tanker,HOUSTON,UNITED STATES (USA),08/14/2025,BALBOA,PANAMA,,HOUSTON,UNITED STATES (USA),
9788887,GULF SUNRISE,Panama,Tanker,CORPUS CHRISTI,UNITED STATES (USA),08/20/2025,CORPUS CHRISTI,UNITED STATES (USA),,CORPUS CHRISTI,UNITED STATES (USA),
9789257,ATLANTIC FALCON,Marshall Islands,Tanker,HOUSTON,UNITED STATES (USA),08/07/2025,,,,HOUSTON,UNITED STATES (USA),
9797876,G SPIRIT,Panama,Tanker,HOUSTON,UNITED STATES (USA),08/14/2025,SINGAPORE,SINGAPORE,,HOUSTON,UNITED STATES (USA),
9798935,ATLANTIC JOURNEY,Marshall Islands,Tanker,CHERRY POINT,UNITED STATES (USA),08/19/2025,MAZATLAN,MEXICO,,CHERRY POINT,UNITED STATES (USA),
9853216,NAVIG8 GOAL,Singapore,Tanker,GEISMAR,UNITED STATES (USA),08/11/2025,BALBOA,PANAMA,,GEISMAR,UNITED STATES (USA),
9875056,PAN TALISMAN,Liberia,Cargo,PORTLAND,UNITED STATES (USA),08/04/2025,ZHAPU,CHINA,,PORTLAND,UNITED STATES (USA),
9888481,PRISM COURAGE,Panama,Tanker,FREEPORT,UNITED STATES (USA),09/02/2025,,,,FREEPORT,UNITED STATES (USA),
9892406,GAS GALA,Panama,Tanker,NEDERLAND,UNITED STATES (USA),08/08/2025,BALBOA,PANAMA,,NEDERLAND,UNITED STATES (USA),
9893101,PACIFIC TOPAZ,Marshall Islands,Tanker,LONG BEACH,UNITED STATES (USA),08/09/2025,PORT ALLEN,UNITED STATES (USA),,LONG BEACH,UNITED STATES (USA),
9903762,GAS BARBAROSSA,Panama,Tanker,NEDERLAND,UNITED STATES (USA),08/15/2025,BALBOA,PANAMA,,NEDERLAND,UNITED STATES (USA),
9904651,PRISM DIVERSITY,Panama,Tanker,FREEPORT,UNITED STATES (USA),09/10/2025,SINGAPORE,SINGAPORE,,FREEPORT,UNITED STATES (USA),
9905423,PELICAN MARINER,Marshall Islands,Tanker,NEW ORLEANS,UNITED STATES (USA),08/16/2025,BALBOA,PANAMA,,NEW ORLEANS,UNITED STATES (USA),
9926934,GUADALUPE EXPLORER,Liberia,Tanker,MARCUS HOOK,UNITED STATES (USA),08/15/2025,COTONOU,BENIN,,MARCUS HOOK,UNITED STATES (USA),
9938585,HLS CITRINE,Liberia,Tanker,FREEPORT,UNITED STATES (USA),09/12/2025,HOUSTON,UNITED STATES (USA),,FREEPORT,UNITED STATES (USA),
9940605,HLS DIAMOND,Liberia,Tanker,FREEPORT,UNITED STATES (USA),08/23/2025,HOUSTON HEIGHTS,UNITED STATES (USA),,FREEPORT,UNITED STATES (USA),
9944455,HMM GARNET,Liberia,Cargo,LONG BEACH,UNITED STATES (USA),08/25/2025,BUSAN,KOREA REPUBLIC OF,,LONG BEACH,UNITED STATES (USA),
9947598,PUTERI LEDANG,Marshall Islands,Tanker,GRAND CANYON,UNITED STATES (USA),08/15/2025,,,,GRAND CANYON,UNITED STATES (USA),
9948293,DAT VENUS,Marshall Islands,Tanker,HOUSTON,UNITED STATES (USA),08/09/2025,PUERTO SANTO TOMAS DE CASTILLA,GUATEMALA,,HOUSTON,UNITED STATES (USA),
9955246,HMM RUBY,Liberia,Cargo,LOS ANGELES,UNITED STATES (USA),08/22/2025,BUSAN,KOREA REPUBLIC OF,,LOS ANGELES,UNITED STATES (USA),
9955272,HMM OPAL,Liberia,Cargo,OAKLAND,UNITED STATES (USA),08/13/2025,LOS ANGELES,UNITED STATES (USA),,OAKLAND,UNITED STATES (USA),
9958262,TAEBAEK EXPLORER,Liberia,Tanker,CORPUS CHRISTI,UNITED STATES (USA),08/15/2025,CORPUS CHRISTI,UNITED STATES (USA),,CORPUS CHRISTI,UNITED STATES (USA),
9958274,SOBAEK EXPLORER,Liberia,Tanker,NEDERLAND,UNITED STATES (USA),08/11/2025,HOUSTON,UNITED STATES (USA),,NEDERLAND,UNITED STATES (USA),
9969998,CATHERINE C,Malta,Cargo,PORT EVERGLADES,UNITED STATES (USA),08/14/2025,SAVANNAH,UNITED STATES (USA),,PORT EVERGLADES,UNITED STATES (USA),
9970002,GREENLAND,Malta,Cargo,NEW YORK,UNITED STATES (USA),08/14/2025,,,,NEW YORK,UNITED STATES (USA),
9970014,GREENVILLE,Malta,Cargo,LOS ANGELES,UNITED STATES (USA),08/13/2025,LOS ANGELES,UNITED STATES (USA),,LOS ANGELES,UNITED STATES (USA),
9970026,GREENFIELD,Malta,Cargo,NEW YORK,UNITED STATES (USA),08/24/2025,SINGAPORE,SINGAPORE,,NEW YORK,UNITED STATES (USA),
9976812,AL QAIYYAH,Liberia,Tanker,SABINE PASS,UNITED STATES (USA),08/20/2025,ZEEBRUGGE,BELGIUM,,SABINE PASS,UNITED STATES (USA),
9976886,NAVIG8 EXCELLENCE,Singapore,Tanker,GULF BREEZE,UNITED STATES (USA),08/23/2025,ANTWERPEN,BELGIUM,,GULF BREEZE,UNITED STATES (USA),
9982483,GCROWN,Liberia,Cargo,LOS ANGELES,UNITED STATES (USA),08/20/2025,SHANGHAI PT,CHINA,,LOS ANGELES,UNITED STATES (USA),
9982718,HERA HIGHWAY,Bahamas,Cargo,BALTIMORE,UNITED STATES (USA),08/22/2025,ZEEBRUGGE,BELGIUM,,BALTIMORE,UNITED STATES (USA),
9986283,HL FORTUNA,Liberia,Tanker,CORPUS CHRISTI,UNITED STATES (USA),08/28/2025,EEMSHAVEN,NETHERLANDS,,CORPUS CHRISTI,UNITED STATES (USA),
