vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9224362,BOHAI STAR,Hong Kong,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/15/2025,NAGOYA AICHI,JAPAN,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9225067,SM DONGHAE,South Korea,Cargo,NANSHA PT,CHINA,08/08/2025,NANSHA PT,CHINA,,NANSHA PT,CHINA,
9234771,DK ILIOS,South Korea,Other,LIANYUNGANG,CHINA,08/15/2025,ZHAPU,CHINA,,LIANYUNGANG,CHINA,
9247182,ABIE,Barbados,Tanker,YANTAI LAISHAN INTERNATIONAL APT,CHINA,09/23/2025,TEMA,GHANA,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9259355,BREEZE V,Barbados,Tanker,YANGPU PT,CHINA,08/15/2025,SINGAPORE,SINGAPORE,,YANGPU PT,CHINA,
9273959,SPIL NINGSIH,Panama,Cargo,SHEKOU PT,CHINA,08/15/2025,SURABAYA,INDONESIA,,SHEKOU PT,CHINA,
9274202,KMTC SHANGHAI,South Korea,Cargo,SHANGHAI PT,CHINA,08/13/2025,KWANGYANG,KOREA REPUBLIC OF,,SHANGHAI PT,CHINA,
9277773,HAPPY CAMPER,Barbados,Tanker,QUANZHOU,CHINA,08/14/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,QUANZHOU,CHINA,
9281009,KAI FU,Panama,Tanker,YINGKOU PT,CHINA,08/17/2025,KOZMINO PORT,RUSSIAN FEDERATION (RUSSIA),,YINGKOU PT,CHINA,
9283966,BBC WISCONSIN,Antigua and Barbuda,Cargo,BAYUQUAN,CHINA,08/28/2025,PORT HUENEME,UNITED STATES (USA),,BAYUQUAN,CHINA,
9286645,WOOYANG BANDERS,Marshall Islands,Cargo,ZHUHAI PT,CHINA,08/11/2025,KALIORANG,INDONESIA,,ZHUHAI PT,CHINA,
9288758,YONGAN OCEAN,Panama,Tanker,ANCHORAGE,CHINA,08/27/2025,SOHAR,OMAN,,ANCHORAGE,CHINA,
9289881,MT JENNIFER DEWITA,Indonesia,Tanker,BEILUN PT,CHINA,06/30/2025,GRESIK JAVA,INDONESIA,,BEILUN PT,CHINA,
9290971,ORIENTAL ENTERPRISE,South Korea,Cargo,SHANWEI PT,CHINA,08/10/2025,BRISBANE,AUSTRALIA,,SHANWEI PT,CHINA,
9291303,OCEAN GLORY,Hong Kong,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/12/2025,,,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9292187,LUNA LUSTER,Sierra Leone,Not Available,LANSHAN PT,CHINA,08/07/2025,DONGJIANGKOU,CHINA,,LANSHAN PT,CHINA,
9297292,STOLT VOYAGER,Hong Kong,Tanker,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,08/13/2025,YEOSU,KOREA REPUBLIC OF,,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,
9301524,DENEB,Sierra Leone,Tanker,SHANGHAI PT,CHINA,08/15/2025,ZHOUSHAN PT,CHINA,,SHANGHAI PT,CHINA,
9301938,MSC TURIN III,Cyprus,Cargo,TIANJIN PT,CHINA,08/12/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9303168,DREAM BEAUTY,Panama,Cargo,SHANGHAI PT,CHINA,08/31/2025,LAZARO CARDENAS,MEXICO,,SHANGHAI PT,CHINA,
9303182,GRAND COSMO,Panama,Cargo,TAICANG PT,CHINA,08/14/2025,PYEONGTAEK,KOREA REPUBLIC OF,,TAICANG PT,CHINA,
9303209,GRAND NEPTUNE,Panama,Cargo,TAICANG PT,CHINA,08/13/2025,NAKHODKA,RUSSIAN FEDERATION (RUSSIA),,TAICANG PT,CHINA,
9304291,CHEMICAL MARKETER,South Korea,Tanker,CAOJING,CHINA,09/08/2025,FUZHOU,CHINA,,CAOJING,CHINA,
9310226,GOLDEN SKY HANA,South Korea,Tanker,ZHOUSHAN PT,CHINA,08/14/2025,ULSAN,KOREA REPUBLIC OF,,ZHOUSHAN PT,CHINA,
9312509,EON,Panama,Tanker,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,08/08/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,
9314923,KMTC HOCHIMINH,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/12/2025,INCHEON,KOREA REPUBLIC OF,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9315472,EVER SUPERIOR,Panama,Cargo,WEIFANG PT,CHINA,08/06/2025,TIANJIN PT,CHINA,,WEIFANG PT,CHINA,
9315848,KMTC TIANJIN,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/13/2025,KAOHSIUNG,TAIWAN PROVINCE OF CHINA,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9316062,FOCEAN,Marshall Islands,Cargo,SHANGHAI PT,CHINA,08/13/2025,TAEAN-GUN,KOREA REPUBLIC OF,,SHANGHAI PT,CHINA,
9321134,EASLINE ZHANGJIAGANG,Panama,Tanker,ZHANGJIAGANG,CHINA,08/11/2025,SHANGHAI PT,CHINA,,ZHANGJIAGANG,CHINA,
9321641,GT VICTORY,Vietnam,Tanker,HUANGPU PT,CHINA,08/13/2025,HONG KONG,HONGKONG,,HUANGPU PT,CHINA,
9330070,LUANDA EXPRESS,Liberia,Cargo,SHANGHAI PT,CHINA,08/14/2025,QINGDAO PT,CHINA,,SHANGHAI PT,CHINA,
9330719,HYUNDAI UNITY,Marshall Islands,Cargo,TIANJIN PT,CHINA,08/19/2025,SINGAPORE,SINGAPORE,,TIANJIN PT,CHINA,
9335240,WINNING KINDNESS,Singapore,Cargo,YANTAI LAISHAN INTERNATIONAL APT,CHINA,09/10/2025,SHANGHAI PT,CHINA,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9341330,SUPER HERO,Panama,Tanker,SHANGHAI PT,CHINA,08/13/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9342750,SHUN FU FA,Panama,Cargo,CAOFEIDIAN PT,CHINA,08/22/2025,BERINGOVSKIY PORT,RUSSIAN FEDERATION (RUSSIA),,CAOFEIDIAN PT,CHINA,
9343326,HONG QING,Marshall Islands,Cargo,TIANJIN PT,CHINA,08/09/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9347425,SM KWANGYANG,South Korea,Cargo,SHANGHAI PT,CHINA,08/11/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9347542,HYUNDAI COURAGE,Marshall Islands,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/12/2025,SHANGHAI PT,CHINA,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9347566,YASTAYA,Panama,Not Available,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/12/2025,,,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9347607,HYUNDAI GOODWILL,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/18/2025,LOS ANGELES,UNITED STATES (USA),,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9349306,IVESTOS 9,Liberia,Cargo,YANGJIANG PT,CHINA,08/09/2025,,,,YANGJIANG PT,CHINA,
9350800,ANDROS NAVIGATOR,Liberia,Cargo,QINGDAO PT,CHINA,08/18/2025,SINGAPORE,SINGAPORE,,QINGDAO PT,CHINA,
9354167,HAKUNA MATATA,Liberia,Cargo,YANGSHAN PT,CHINA,08/16/2025,YANGSHAN,CHINA,,YANGSHAN PT,CHINA,
9354583,SUNNY FAITH,Panama,Cargo,DALIAN PT,CHINA,08/09/2025,SHANGHAI PT,CHINA,,DALIAN PT,CHINA,
9357432,DD VIGILANT,Panama,Cargo,NANTONG PT,CHINA,06/22/2025,NANTONG PT,CHINA,,NANTONG PT,CHINA,
9357456,DD VOGUE,Panama,Cargo,NANJING PT,CHINA,08/19/2025,KENDARI SULAWESI,INDONESIA,,NANJING PT,CHINA,
9362798,KEOYOUNG STAR 5,South Korea,Tanker,JINZHOU PT,CHINA,08/12/2025,YEOSU,KOREA REPUBLIC OF,,JINZHOU PT,CHINA,
9363807,JN NEPTUNE,South Korea,Tanker,NINGBO PT,CHINA,08/14/2025,YEOSU,KOREA REPUBLIC OF,,NINGBO PT,CHINA,
9363833,GOBY,Marshall Islands,Tanker,TAICANG PT,CHINA,08/15/2025,ZEEBRUGGE,BELGIUM,,TAICANG PT,CHINA,
9364162,LADY ME,Panama,Tanker,ZHAPU,CHINA,08/12/2025,ZHAPU,CHINA,,ZHAPU,CHINA,
9365439,S FREDDIE,South Korea,Cargo,TAICANG PT,CHINA,08/12/2025,ANCHORAGE,CHINA,,TAICANG PT,CHINA,
9370537,VALANO,Panama,Tanker,DONGGUAN PT,CHINA,08/01/2025,DUBAI,UNITED ARAB EMIRATES (UAE),,DONGGUAN PT,CHINA,
9372341,YN OCEAN,South Korea,Tanker,ZHOUSHAN PT,CHINA,08/15/2025,PYEONGTAEK,KOREA REPUBLIC OF,,ZHOUSHAN PT,CHINA,
9375501,KMTC NHAVA SHEVA,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/13/2025,HONG KONG,HONGKONG,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9375513,KMTC CHENNAI,South Korea,Cargo,SHEKOU PT,CHINA,08/14/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SHEKOU PT,CHINA,
9377418,FELICE,Panama,Tanker,NINGBO LISHE INTERNATIONAL APT,CHINA,08/13/2025,,,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9377688,HONG RUN 26,Liberia,Cargo,TIANJIN PT,CHINA,08/10/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9381366,KTS BROWN,South Korea,Tanker,JIAXING,CHINA,08/19/2025,ZHAPU,CHINA,,JIAXING,CHINA,
9384564,SEARUN,Hong Kong,Tanker,LONGKOU PT,CHINA,08/15/2025,KOZMINO PORT,RUSSIAN FEDERATION (RUSSIA),,LONGKOU PT,CHINA,
9386251,IVESTOS 4,Liberia,Cargo,ZHOUSHAN PT,CHINA,08/01/2025,DONGJIANGKOU,CHINA,,ZHOUSHAN PT,CHINA,
9387762,GALVIN,Panama,Tanker,DONGGUAN PT,CHINA,08/29/2025,DUBAI,UNITED ARAB EMIRATES (UAE),,DONGGUAN PT,CHINA,
9392999,JBU ONYX,South Korea,Tanker,QINZHOU PT,CHINA,08/13/2025,KAOHSIUNG,TAIWAN PROVINCE OF CHINA,,QINZHOU PT,CHINA,
9394909,STAR BAND,Panama,Cargo,TIANJIN PT,CHINA,08/11/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9398412,SAN DIEGO,Liberia,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/13/2025,YANGSHAN PT,CHINA,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9402328,SARA SKY,Hong Kong,Tanker,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,07/17/2025,,,,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,
9402500,HONGKONG VOYAGER,South Korea,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/14/2025,KWANGYANG,KOREA REPUBLIC OF,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9402512,KHARIS HERITAGE,South Korea,Cargo,SHEKOU PT,CHINA,08/13/2025,HAIPHONG,VIETNAM,,SHEKOU PT,CHINA,
9405631,XINTIAN 30,Panama,Tanker,BEIHAI FUCHENG APT,CHINA,08/13/2025,KUANTAN (TANJONG GELANG),MALAYSIA,,BEIHAI FUCHENG APT,CHINA,
9405643,JN EMERALD,South Korea,Tanker,TIANJIN PT,CHINA,08/13/2025,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,,TIANJIN PT,CHINA,
9406128,CS CRYSTAL,Marshall Islands,Cargo,SHIDAO PT,CHINA,07/09/2025,KWANGYANG,KOREA REPUBLIC OF,,SHIDAO PT,CHINA,
9409027,SM PORTLAND,South Korea,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/13/2025,,,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9409182,KMTC DELHI,South Korea,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/14/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9409508,SALVIA,South Korea,Tanker,TAICANG PT,CHINA,08/18/2025,BINTULU SARAWAK,MALAYSIA,,TAICANG PT,CHINA,
9409522,NO6 OCEAN PIONEER,Marshall Islands,Tanker,NINGBO LISHE INTERNATIONAL APT,CHINA,08/15/2025,MUARA,BRUNEI DARUSSALAM,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9412725,JBU SAPPHIRE,South Korea,Tanker,TAICANG PT,CHINA,08/28/2025,PORT LOUIS,MAURITIUS,,TAICANG PT,CHINA,
9420215,DONGNI,Panama,Cargo,WEIFANG PT,CHINA,08/09/2025,MOKPO,KOREA REPUBLIC OF,,WEIFANG PT,CHINA,
9421257,WOOYANG HERMES,Marshall Islands,Cargo,BAYUQUAN,CHINA,08/12/2025,PASIR GUDANG JOHOR,MALAYSIA,,BAYUQUAN,CHINA,
9431745,LOTUS SAMBU,South Korea,Tanker,YANTAI LAISHAN INTERNATIONAL APT,CHINA,08/12/2025,ULSAN,KOREA REPUBLIC OF,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9433872,UNION GROW,Panama,Cargo,CHENJIAGANG,CHINA,08/20/2025,MOROWALI,INDONESIA,,CHENJIAGANG,CHINA,
9441269,NSG GLORY,Liberia,Cargo,LIANYUNGANG,CHINA,08/05/2025,LIANYUNGANG,CHINA,,LIANYUNGANG,CHINA,
9445992,MORNING LAURA,Marshall Islands,Cargo,HUANGPU PT,CHINA,08/13/2025,JAKARTA JAVA,INDONESIA,,HUANGPU PT,CHINA,
9448437,STAR CLIPPER,Marshall Islands,Cargo,TIANJIN PT,CHINA,08/13/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9449431,FC ADONIS,Panama,Tanker,YANTAI LAISHAN INTERNATIONAL APT,CHINA,08/13/2025,DAESAN/SEOSAN,KOREA REPUBLIC OF,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9451393,JN IRIS,South Korea,Tanker,JINSHAN,CHINA,08/12/2025,ULSAN,KOREA REPUBLIC OF,,JINSHAN,CHINA,
9451898,GLOVIS COUGAR,South Korea,Cargo,SHANGHAI PT,CHINA,08/09/2025,SHANGHAI PT,CHINA,,SHANGHAI PT,CHINA,
9452830,SUPER FORTE,South Korea,Tanker,TIANJIN PT,CHINA,08/21/2025,SINGAPORE,SINGAPORE,,TIANJIN PT,CHINA,
9453080,PAN ADVANCE,Panama,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/18/2025,TELUK RUBIAH,MALAYSIA,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9458315,SEONGHO ACE,South Korea,Tanker,JIANGYIN,CHINA,08/13/2025,JIANGYIN,CHINA,,JIANGYIN,CHINA,
9461465,LOTUS A,Liberia,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/12/2025,BUSAN,KOREA REPUBLIC OF,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9465162,OCEAN DIAMOND,Liberia,Cargo,NANJING PT,CHINA,08/09/2025,NANJING PT,CHINA,,NANJING PT,CHINA,
9468102,BBC ALBERTA,Liberia,Cargo,ZHOUSHAN PT,CHINA,08/15/2025,ZHOUSHAN PT,CHINA,,ZHOUSHAN PT,CHINA,
9468358,PAN EMERALD,Panama,Cargo,QINGDAO PT,CHINA,08/26/2025,PORT HEDLAND,AUSTRALIA,,QINGDAO PT,CHINA,
9468360,PAN FREEDOM,Panama,Cargo,LIANYUNGANG,CHINA,08/24/2025,QINGDAO,CHINA,,LIANYUNGANG,CHINA,
9469895,HYUNDAI ULSAN,Marshall Islands,Cargo,HUANGHUA PT,CHINA,09/08/2025,BALBOA,PANAMA,,HUANGHUA PT,CHINA,
9473664,GOLDEN HANA,South Korea,Tanker,NINGBO PT,CHINA,08/14/2025,YOKOHAMA,JAPAN,,NINGBO PT,CHINA,
9477830,MORNING CECILIE,South Korea,Cargo,HUANGPU PT,CHINA,08/14/2025,SINGAPORE,SINGAPORE,,HUANGPU PT,CHINA,
9478511,SJ COLOMBO,South Korea,Cargo,ZHENJIANG PT,CHINA,08/13/2025,ANCHORAGE,CHINA,,ZHENJIANG PT,CHINA,
9484223,BBC NAPLES,Antigua and Barbuda,Cargo,SHANGHAI PT,CHINA,08/19/2025,,,,SHANGHAI PT,CHINA,
9484924,EXPRESS BERLIN,Greece,Cargo,YANGSHAN PORT,CHINA,08/11/2025,,,,YANGSHAN PORT,CHINA,
9490882,SM NEWCASTLE,Marshall Islands,Cargo,KEMEN,CHINA,08/17/2025,KEMEN,CHINA,,KEMEN,CHINA,
9493066,HL BRAZIL,South Korea,Cargo,BEILUN,CHINA,09/12/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,BEILUN,CHINA,
9496197,GREEN GAS,South Korea,Tanker,TAIXING,CHINA,08/14/2025,DAESAN/SEOSAN,KOREA REPUBLIC OF,,TAIXING,CHINA,
9498054,WINNING RICH,Singapore,Cargo,YANTAI LAISHAN INTERNATIONAL APT,CHINA,09/15/2025,PORT DE BOKE,GUINEA,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9498121,POLARIS,South Korea,Tanker,DALIAN,CHINA,08/13/2025,DALIAN ZHOUSHUIZI INTERNATIONAL APT,CHINA,,DALIAN,CHINA,
9500039,BULK ORIANNA,Panama,Cargo,RIZHAO PT,CHINA,08/22/2025,,,,RIZHAO PT,CHINA,
9500089,UML VERONICA,Antigua and Barbuda,Cargo,TIANJIN PT,CHINA,08/04/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9507441,ST BELLA,South Korea,Cargo,NANSHA PT,CHINA,08/18/2025,KWANGYANG,KOREA REPUBLIC OF,,NANSHA PT,CHINA,
9509499,PAN CHAMPION,Panama,Cargo,QINGDAO,CHINA,09/23/2025,FREETOWN,SIERRA LEONE,,QINGDAO,CHINA,
9512135,SEA CRYSTAL,South Korea,Tanker,NANTONG PT,CHINA,08/14/2025,DUMAI SUMATRA,INDONESIA,,NANTONG PT,CHINA,
9528158,DK IONE,Panama,Cargo,SHIDAO PT,CHINA,08/08/2025,ANCHORAGE,CHINA,,SHIDAO PT,CHINA,
9540742,DONGHONG 8,Liberia,Cargo,ZHANJIANG POTOU APT,CHINA,08/16/2025,TAICHUNG,TAIWAN PROVINCE OF CHINA,,ZHANJIANG POTOU APT,CHINA,
9545003,STAR PIONEER,South Korea,Cargo,TIANJIN PT,CHINA,08/13/2025,KWANGYANG,KOREA REPUBLIC OF,,TIANJIN PT,CHINA,
9545297,PAN MARGARET,Panama,Cargo,LIANYUNGANG,CHINA,08/11/2025,LIANYUNGANG,CHINA,,LIANYUNGANG,CHINA,
9545728,ENJOY PROSPERITY,Panama,Cargo,TIANJIN PT,CHINA,08/01/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9546758,YUN DA,Panama,Cargo,BAYUQUAN,CHINA,08/13/2025,YANTAI LAISHAN INTERNATIONAL APT,CHINA,,BAYUQUAN,CHINA,
9557240,SEA TOPAZ,Panama,Cargo,QINZHOU PT,CHINA,08/08/2025,KENDAWANGAN,INDONESIA,,QINZHOU PT,CHINA,
9561112,HANYU EMPIRE,South Korea,Tanker,NANTONG PT,CHINA,08/15/2025,,,,NANTONG PT,CHINA,
9563536,NAMI ONE,Panama,Cargo,TIANJIN PT,CHINA,08/13/2025,TIANJIN PT,CHINA,,TIANJIN PT,CHINA,
9569774,SOLAR HOPE,Hong Kong,Cargo,QINGDAO PT,CHINA,08/29/2025,ITAGUAI PT = SEPETIBA PT,BRAZIL,,QINGDAO PT,CHINA,
9569786,SOLAR GLORY,Hong Kong,Cargo,SHANGHAI PT,CHINA,08/13/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9575462,SEA ESPIRITO SANTO,Marshall Islands,Cargo,DONGJIANGKOU,CHINA,09/04/2025,TUBARAO PT./VITORIA,BRAZIL,,DONGJIANGKOU,CHINA,
9575474,SEA INDONESIA,Marshall Islands,Cargo,DONGJIANGKOU,CHINA,09/24/2025,DONGJIANGKOU,CHINA,,DONGJIANGKOU,CHINA,
9575515,SEA MARANHAO,Marshall Islands,Cargo,LUOYANG BEIJIAO APT,CHINA,09/01/2025,DONGJIANGKOU,CHINA,,LUOYANG BEIJIAO APT,CHINA,
9578608,MEGA CARAVAN,South Korea,Cargo,RONGCHENG,CHINA,08/13/2025,GOHYEON/GEOJE,KOREA REPUBLIC OF,,RONGCHENG,CHINA,
9580376,RAIATEA,Liberia,Cargo,CAOFEIDIAN PT,CHINA,08/25/2025,TIANJIN PT,CHINA,,CAOFEIDIAN PT,CHINA,
9584748,SEA HOPE,Panama,Cargo,CHAOZHOU PT,CHINA,08/13/2025,CHAOZHOU PT,CHINA,,CHAOZHOU PT,CHINA,
9585120,NAVI JENNY,Panama,Cargo,ZHOUSHAN PT,CHINA,08/03/2025,QINZHOU PT,CHINA,,ZHOUSHAN PT,CHINA,
9588407,BAROSSA,Panama,Cargo,XIAMEN,CHINA,08/14/2025,PORT KLANG (PELABUHAN KLANG),MALAYSIA,,XIAMEN,CHINA,
9590606,GLOVIS ADVANCE,South Korea,Cargo,CAOFEIDIAN PT,CHINA,08/17/2025,QINGDAO LIUTING INTERNATIONAL APT,CHINA,,CAOFEIDIAN PT,CHINA,
9595864,CK ANGIE,South Korea,Cargo,MAOMING,CHINA,08/13/2025,HONG KONG,HONGKONG,,MAOMING,CHINA,
9600217,SEAGULL VICTORY,Panama,Cargo,QINZHOU PT,CHINA,08/13/2025,QINZHOU PT,CHINA,,QINZHOU PT,CHINA,
9602837,BAO LUCKY,Panama,Cargo,SHIDAO PT,CHINA,06/05/2025,,,,SHIDAO PT,CHINA,
9604419,GLOBAL EXPRESS,Panama,Cargo,SHANWEI PT,CHINA,08/16/2025,MUARA BERAU,INDONESIA,,SHANWEI PT,CHINA,
9611773,JN RUBY,South Korea,Tanker,ZHANJIANG POTOU APT,CHINA,08/13/2025,ULSAN,KOREA REPUBLIC OF,,ZHANJIANG POTOU APT,CHINA,
9612466,TAIHAI 1,Hong Kong,Cargo,ZHUHAI PT,CHINA,07/30/2025,ZHUHAI PT,CHINA,,ZHUHAI PT,CHINA,
9613288,ARBORELLA,Marshall Islands,Cargo,ZHUHAI PT,CHINA,09/01/2025,ZHUAO,CHINA,,ZHUHAI PT,CHINA,
9621584,GARETE,Panama,Tanker,JINGJIANG PT,CHINA,08/13/2025,SHANGHAI PT,CHINA,,JINGJIANG PT,CHINA,
9625528,HYUNDAI PRESTIGE,Liberia,Cargo,SHANGHAI PT,CHINA,08/15/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9625554,HYUNDAI PRIVILEGE,Liberia,Cargo,MEISHAN,CHINA,08/12/2025,MEISHAN,CHINA,,MEISHAN,CHINA,
9626417,KMTC SHENZHEN,South Korea,Cargo,SHANGHAI PT,CHINA,08/29/2025,MANZANILLO,MEXICO,,SHANGHAI PT,CHINA,
9629976,DL PANSY,South Korea,Cargo,DONGGUAN PT,CHINA,08/11/2025,SINGAPORE,SINGAPORE,,DONGGUAN PT,CHINA,
9635418,PANCON GLORY,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/13/2025,INCHEON,KOREA REPUBLIC OF,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9635420,PANCON SUCCESS,South Korea,Cargo,QINGDAO PT,CHINA,08/12/2025,YANTAI LAISHAN INTERNATIONAL APT,CHINA,,QINGDAO PT,CHINA,
9638642,GENEVA QUEEN,South Korea,Cargo,LAIZHOU PT,CHINA,08/19/2025,BUNATI,INDONESIA,,LAIZHOU PT,CHINA,
9652923,MS DREAM,Marshall Islands,Tanker,WEIFANG PT,CHINA,08/11/2025,DAESAN/SEOSAN,KOREA REPUBLIC OF,,WEIFANG PT,CHINA,
9658173,RUN DONG 2,Hong Kong,Cargo,RIZHAO PT,CHINA,08/07/2025,RIZHAO PT,CHINA,,RIZHAO PT,CHINA,
