vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9358280,PLATA CARRIER,Liberia,Tanker,VIZAG,INDIA,08/15/2025,VIZAG,INDIA,,VIZAG,INDIA,
9361471,DS PANTHER,South Korea,Tanker,HALDIA,INDIA,08/21/2025,SHUAIBA,KUWAIT,,HALDIA,INDIA,
9371153,GAS DREAM,Panama,Tanker,PIPAVAV (VICTOR) PORT,INDIA,08/11/2025,SINGAPORE,SINGAPORE,,PIPAVAV (VICTOR) PORT,INDIA,
9378785,CNC BULL,South Korea,Tanker,COCHIN,INDIA,08/12/2025,DAHEJ,INDIA,,COCHIN,INDIA,
9381342,RAFFLES PRIDE,Panama,Tanker,KRISHNAPATNAM,INDIA,08/15/2025,PORT KLANG (PELABUHAN KLANG),MALAYSIA,,KRISHNAPATNAM,INDIA,
9381354,SKY RUNNER,South Korea,Tanker,AHMEDNAGAR,INDIA,08/14/2025,SINGAPORE,SINGAPORE,,AHMEDNAGAR,INDIA,
9384605,PLATA NORTH,Marshall Islands,Tanker,PARADIP GARH,INDIA,08/20/2025,PARADIP GARH,INDIA,,PARADIP GARH,INDIA,
9414656,ASTECO,Marshall Islands,Not Available,VIZAG,INDIA,08/21/2025,NACALA,MOZAMBIQUE,,VIZAG,INDIA,
9415002,DM DRAGON,South Korea,Tanker,HAZIRA,INDIA,08/19/2025,PORT KLANG (PELABUHAN KLANG),MALAYSIA,,HAZIRA,INDIA,
9415478,HEUNGA PIONEER,Panama,Tanker,HAZIRA PORT/SURAT,INDIA,08/15/2025,SITRAH,BAHRAIN,,HAZIRA PORT/SURAT,INDIA,
9416109,TG VIRGO,Liberia,Tanker,KAKINADA,INDIA,08/19/2025,,,,KAKINADA,INDIA,
9421594,GOLDEN PIONEER,Marshall Islands,Tanker,PORT JAWAHARLAL NEHRU,INDIA,08/10/2025,MAB TAPUD,THAILAND,,PORT JAWAHARLAL NEHRU,INDIA,
9423322,APOLLO OCEAN,Vietnam,Tanker,MUMBAI (EX BOMBAY),INDIA,07/25/2025,DUQM,OMAN,,MUMBAI (EX BOMBAY),INDIA,
9423645,LUOJIASHAN,Marshall Islands,Tanker,MUMBAI (EX BOMBAY),INDIA,08/20/2025,MUMBAI (EX BOMBAY),INDIA,,MUMBAI (EX BOMBAY),INDIA,
9441659,DM CONDOR,Panama,Tanker,KANDLA,INDIA,08/08/2025,HAZIRA,INDIA,,KANDLA,INDIA,
9443877,GRAND ACE10,Panama,Tanker,MUMBAI (EX BOMBAY),INDIA,08/12/2025,OFFSHORE FUJAIRAH,UNITED ARAB EMIRATES (UAE),,MUMBAI (EX BOMBAY),INDIA,
9470909,SEA LA BAMBA,Liberia,Tanker,MUNDRA,INDIA,08/09/2025,,,,MUNDRA,INDIA,
9477919,MORNING CAMILLA,South Korea,Cargo,MUNDRA,INDIA,08/24/2025,MONTEVIDEO,URUGUAY,,MUNDRA,INDIA,
9487407,PRIDE,Panama,Cargo,KANDLA,INDIA,08/15/2025,KHOR AL FAKKAN,UNITED ARAB EMIRATES (UAE),,KANDLA,INDIA,
9499943,ASIAN LILAC,South Korea,Tanker,HALDIA,INDIA,08/21/2025,ZHANJIANG POTOU APT,CHINA,,HALDIA,INDIA,
9511105,DAEHO SUNNY,South Korea,Tanker,KRISHNAPATNAM,INDIA,08/17/2025,KRISHNAPATNAM,INDIA,,KRISHNAPATNAM,INDIA,
9530307,HL AMBITION,Panama,Cargo,KANDLA,INDIA,08/14/2025,GANGAVARAM,INDIA,,KANDLA,INDIA,
9541071,HALDI,India,Cargo,KOLKATA (EX CALCUTTA),INDIA,05/17/2025,,,,KOLKATA (EX CALCUTTA),INDIA,
9591179,SENECA,Cyprus,Cargo,MUNDRA,INDIA,09/16/2025,BALTIMORE,UNITED STATES (USA),,MUNDRA,INDIA,
9612131,SIGMA VENTURE,Marshall Islands,Cargo,KANDLA,INDIA,08/01/2025,KANDLA,INDIA,,KANDLA,INDIA,
9674763,DM BEA,Panama,Tanker,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA,08/21/2025,KAOHSIUNG,TAIWAN PROVINCE OF CHINA,,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA,
9686558,YOUNG SPIRIT,Marshall Islands,Cargo,NAVLAKHI,INDIA,08/20/2025,,,,NAVLAKHI,INDIA,
9690133,YOUNG GLORY,South Korea,Cargo,HALDIA,INDIA,08/13/2025,VIZAG,INDIA,,HALDIA,INDIA,
9723928,KMTC DUBAI,South Korea,Cargo,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA,08/18/2025,PORT KLANG (PELABUHAN KLANG),MALAYSIA,,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA,
9848089,PACIFIC BLESSING,Liberia,Cargo,MUNDRA,INDIA,08/12/2025,KANDLA,INDIA,,MUNDRA,INDIA,
9852951,DOM EXPLORER,Liberia,Tanker,HALDIA,INDIA,08/09/2025,PARADIP GARH,INDIA,,HALDIA,INDIA,
9938573,HLS BLUE SAPPHIRE,Liberia,Tanker,DHAMRA PORT,INDIA,09/13/2025,PORT NECHES,UNITED STATES (USA),,DHAMRA PORT,INDIA,
9993640,BRAVE OWL,Liberia,Cargo,HALDIA,INDIA,08/14/2025,SALALAH,OMAN,,HALDIA,INDIA,
