vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9550175,SKY AURORA,South Korea,Cargo,YOKOHAMA,JAPAN,08/13/2025,YOKOHAMA,JAPAN,,YOKOHAMA,JAPAN,
9550204,NORD HAKATA,Panama,Cargo,CHIBA,JAPAN,08/10/2025,KASHIMA SAGA,JAPAN,,CHIBA,JAPAN,
9562855,WOOHYUN HOPE,South Korea,Cargo,YOKOHAMA,JAPAN,08/12/2025,YOKOHAMA,JAPAN,,YOKOHAMA,JAPAN,
9571222,LADY ROSALIA,Panama,Tanker,NANKO,JAPAN,08/12/2025,DONG NAI,VIETNAM,,NANKO,JAPAN,
9571404,WOOHYUN SKY,South Korea,Cargo,SHIMONOSEKI,JAPAN,08/11/2025,QUI NHON,VIETNAM,,SHIMONOSEKI,JAPAN,
9595802,SKY FLOWER,Panama,Cargo,TOYAMASHINKO,JAPAN,08/12/2025,NAOETSU,JAPAN,,TOYAMASHINKO,JAPAN,
9601601,WOOHYUN GREEN,South Korea,Cargo,KINUURA,JAPAN,08/07/2025,HO CHI MINH CITY,VIETNAM,,KINUURA,JAPAN,
9605059,GOLDEN FLAME,Panama,Cargo,HIGASHIHARIMA,JAPAN,08/12/2025,MIIKE FUKUOKA,JAPAN,,HIGASHIHARIMA,JAPAN,
9615339,DONGJIN VENUS,South Korea,Cargo,SHIMIZU,JAPAN,08/14/2025,BUSAN,KOREA REPUBLIC OF,,SHIMIZU,JAPAN,
9626015,PAN BONITA,South Korea,Other,TONDA,JAPAN,08/05/2025,TONDA,JAPAN,,TONDA,JAPAN,
9644471,YUJIN BUSAN,South Korea,Cargo,KISARAZU,JAPAN,08/08/2025,KISARAZU,JAPAN,,KISARAZU,JAPAN,
9645231,SEA FLOWER,South Korea,HSC,IZUHARA,JAPAN,08/12/2025,BUSAN,KOREA REPUBLIC OF,,IZUHARA,JAPAN,
9657026,DL LAVENDER,Liberia,Cargo,KANDA FUKUOKA,JAPAN,08/14/2025,KUMAI,INDONESIA,,KANDA FUKUOKA,JAPAN,
9659684,CS ONSAN,South Korea,Other,SAGANOSEKI,JAPAN,09/08/2025,MISAMIS OR./CAGAYAN DE ORO,PHILIPPINES,,SAGANOSEKI,JAPAN,
9674177,GLOVIS SUPREME,South Korea,Cargo,YOKOHAMA,JAPAN,08/28/2025,ULSAN,KOREA REPUBLIC OF,,YOKOHAMA,JAPAN,
9685061,PEGASUS TERA,South Korea,Cargo,TOKYO,JAPAN,08/13/2025,YOKOHAMA,JAPAN,,TOKYO,JAPAN,
9693939,HEUNGA HAIPHONG,South Korea,Cargo,ISA,JAPAN,08/13/2025,,,,ISA,JAPAN,
9693941,HEUNGA XIAMEN,South Korea,Cargo,TOKYO,JAPAN,08/12/2025,TOKYO,JAPAN,,TOKYO,JAPAN,
9697301,BSUN,Marshall Islands,Other,HIRAO,JAPAN,07/27/2025,FREETOWN,SIERRA LEONE,,HIRAO,JAPAN,
9699335,PAN HARVEST,Panama,Cargo,YOKKAICHI,JAPAN,08/20/2025,BALBOA,PANAMA,,YOKKAICHI,JAPAN,
9714537,ROYAL SAMBU,South Korea,Tanker,KAWASAKI,JAPAN,08/12/2025,CHANGSHU PT,CHINA,,KAWASAKI,JAPAN,
9715866,PRINCESS GARNET,Panama,Tanker,KOBE,JAPAN,08/10/2025,SHITOOKE,JAPAN,,KOBE,JAPAN,
9749116,PANCON VICTORY,South Korea,Cargo,SHIMIZU,JAPAN,08/13/2025,TOKYO,JAPAN,,SHIMIZU,JAPAN,
9754783,STAR CHALLENGER,South Korea,Cargo,IYOMISHIMA,JAPAN,08/12/2025,IMABARI,JAPAN,,IYOMISHIMA,JAPAN,
9764192,KEOYOUNG DREAM1,Panama,Tanker,MIZUSHIMA,JAPAN,08/12/2025,MIZUSHIMA,JAPAN,,MIZUSHIMA,JAPAN,
9765988,KEOYOUNG BLUE 1,South Korea,Tanker,TSURUGA,JAPAN,08/13/2025,TSURUGA,JAPAN,,TSURUGA,JAPAN,
9772034,PACIFIC SARAH,Marshall Islands,Tanker,KASHIMA SAGA,JAPAN,09/02/2025,,,,KASHIMA SAGA,JAPAN,
9780639,MORNING PROSPERITY,Marshall Islands,Cargo,HIROSHIMA,JAPAN,08/19/2025,PYEONGTAEK,KOREA REPUBLIC OF,,HIROSHIMA,JAPAN,
9793325,KEUM YANG 3,South Korea,Cargo,TOKUYAMAKUDAMATSU,JAPAN,08/04/2025,KWANGYANG,KOREA REPUBLIC OF,,TOKUYAMAKUDAMATSU,JAPAN,
9793337,KEUM YANG 5,South Korea,Cargo,SAKAI,JAPAN,08/13/2025,KWANGYANG,KOREA REPUBLIC OF,,SAKAI,JAPAN,
9805685,PAN NAVIGATOR,Liberia,Cargo,TANIYAMA,JAPAN,08/07/2025,KALAMA,UNITED STATES (USA),,TANIYAMA,JAPAN,
9809643,DUKE CHEMIST,Panama,Tanker,NAOETSU,JAPAN,08/13/2025,YEOSU,KOREA REPUBLIC OF,,NAOETSU,JAPAN,
9814624,TY JOY,South Korea,Cargo,KASHIMA IBARAKI,JAPAN,08/09/2025,KASHIMA IBARAKI,JAPAN,,KASHIMA IBARAKI,JAPAN,
9814636,TY HAPPY,South Korea,Cargo,NAGOYA AICHI,JAPAN,08/18/2025,KWANGYANG,KOREA REPUBLIC OF,,NAGOYA AICHI,JAPAN,
9814648,WOOYANG CLOVER,Panama,Cargo,FUNABASHI,JAPAN,08/13/2025,KWANGYANG,KOREA REPUBLIC OF,,FUNABASHI,JAPAN,
9819442,RISING SAMBU,South Korea,Tanker,SENDAISHIOGAMA,JAPAN,08/12/2025,SENDAISHIOGAMA,JAPAN,,SENDAISHIOGAMA,JAPAN,
9855501,PAN PEGASUS,Liberia,Cargo,SHIBUSHI,JAPAN,08/24/2025,KALAMA,UNITED STATES (USA),,SHIBUSHI,JAPAN,
9877810,SUNRISE GLORY,Marshall Islands,Tanker,SENDAISHIOGAMA,JAPAN,08/14/2025,MIZUSHIMA,JAPAN,,SENDAISHIOGAMA,JAPAN,
9877822,COSMIC GLORY,Marshall Islands,Tanker,KAWASAKI,JAPAN,08/18/2025,LONG BEACH,UNITED STATES (USA),,KAWASAKI,JAPAN,
9893096,PACIFIC OPAL,Marshall Islands,Tanker,NAGASAKI,JAPAN,08/12/2025,,,,NAGASAKI,JAPAN,
9899686,TY BONNY,South Korea,Cargo,YOKOHAMA,JAPAN,08/21/2025,KWANGYANG,KOREA REPUBLIC OF,,YOKOHAMA,JAPAN,
9926908,NEW BRAVE,Liberia,Tanker,YOKOHAMA,JAPAN,08/21/2025,GLADSTONE,AUSTRALIA,,YOKOHAMA,JAPAN,
9939151,KEOYOUNG BLUE 7,South Korea,Tanker,CHIBA,JAPAN,08/12/2025,NAGOYA AICHI,JAPAN,,CHIBA,JAPAN,
9947615,PUTERI MAYANG,Marshall Islands,Tanker,NIIGATAHIGASHI,JAPAN,09/26/2025,NAMIKATA,JAPAN,,NIIGATAHIGASHI,JAPAN,
9968114,TOYAMA TRADER,Liberia,Cargo,YOKOHAMA,JAPAN,08/13/2025,TOKYO,JAPAN,,YOKOHAMA,JAPAN,
9968126,AKITA TRADER,Liberia,Cargo,TOMAKOMAI,JAPAN,08/13/2025,SENDAI MIYAGI,JAPAN,,TOMAKOMAI,JAPAN,
9975533,PUTERI SARAWAK,Liberia,Tanker,CHIBA,JAPAN,08/13/2025,TOKYO,JAPAN,,CHIBA,JAPAN,
9993652,BRAVESWALLOW,Liberia,Cargo,NAOSHIMA,JAPAN,08/28/2025,PORT KEMBLA,AUSTRALIA,,NAOSHIMA,JAPAN,
